Supplier,SKU,Product,Department,Type,Supplier price (net),Our price (net x 3.15),Margin $,From price?,Photo URL
Rugs Network (own warehouse),RN-2908,Medusa Black,Rugs,Machine Made,n/a (our own stock),165.60,,No,https://demo-oasis-six.vercel.app/assets/rugs/2908.webp
Rugs Network (own warehouse),RN-2912,Medusa Burgundy,Rugs,Machine Made,n/a (our own stock),165.60,,No,https://demo-oasis-six.vercel.app/assets/rugs/2912.webp
Rugs Network (own warehouse),RN-2910,Medusa Cream,Rugs,Machine Made,n/a (our own stock),54.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/2910.webp
Rugs Network (own warehouse),RN-2914,Medusa Cream,Rugs,Machine Made,n/a (our own stock),54.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/2914.webp
Rugs Network (own warehouse),RN-2913,Medusa Dark_Beige,Rugs,Machine Made,n/a (our own stock),260.98,,No,https://demo-oasis-six.vercel.app/assets/rugs/2913.webp
Rugs Network (own warehouse),RN-2920,Medusa Light_Beige,Rugs,Machine Made,n/a (our own stock),54.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/2920.webp
Rugs Network (own warehouse),RN-2919,Medusa Light_Beige,Rugs,Machine Made,n/a (our own stock),165.60,,No,https://demo-oasis-six.vercel.app/assets/rugs/2919.webp
Rugs Network (own warehouse),RN-2916,Medusa White,Rugs,Machine Made,n/a (our own stock),54.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/2916.webp
Rugs Network (own warehouse),RN-2915,Medusa White,Rugs,Machine Made,n/a (our own stock),165.60,,No,https://demo-oasis-six.vercel.app/assets/rugs/2915.webp
Rugs Network (own warehouse),RN-746,Melis,Rugs,Hand Knotted,n/a (our own stock),1144.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/746.webp
Rugs Network (own warehouse),RN-762,Melis,Rugs,Hand Knotted,n/a (our own stock),1144.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/762.webp
Rugs Network (own warehouse),RN-2930,Mesa Dark_Blue,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2930.webp
Rugs Network (own warehouse),RN-2935,Mesa Dark_Blue_Orange,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2935.webp
Rugs Network (own warehouse),RN-2932,Mesa Dark_Blue_Red,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2932.webp
Rugs Network (own warehouse),RN-2926,Mesa Grey,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2926.webp
Rugs Network (own warehouse),RN-2929,Mesa Grey,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2929.webp
Rugs Network (own warehouse),RN-2924,Mesa Grey_Cream,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2924.webp
Rugs Network (own warehouse),RN-2925,Mesa Ivory,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2925.webp
Rugs Network (own warehouse),RN-2927,Mesa Ivory,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2927.webp
Rugs Network (own warehouse),RN-2931,Mesa Ivory,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2931.webp
Rugs Network (own warehouse),RN-2921,Mesa Ivory,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2921.webp
Rugs Network (own warehouse),RN-2933,Mesa Ivory_Red,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2933.webp
Rugs Network (own warehouse),RN-2934,Mesa Ivory_Red,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2934.webp
Rugs Network (own warehouse),RN-2928,Mesa Red,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2928.webp
Rugs Network (own warehouse),RN-2923,Mesa Red_Ivory,Rugs,Machine Made,n/a (our own stock),94.66,,No,https://demo-oasis-six.vercel.app/assets/rugs/2923.webp
Rugs Network (own warehouse),RN-2922,Mesa Red_Ivory,Rugs,Machine Made,n/a (our own stock),290.27,,No,https://demo-oasis-six.vercel.app/assets/rugs/2922.webp
Rugs Network (own warehouse),RN-266,Meshkin,Rugs,Hand Knotted,n/a (our own stock),545.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/266.webp
Rugs Network (own warehouse),RN-2937,Miami_2 Ice,Rugs,Machine Made,n/a (our own stock),66.42,,No,https://demo-oasis-six.vercel.app/assets/rugs/2937.webp
Rugs Network (own warehouse),RN-2936,Miami_2 Light_Beige,Rugs,Machine Made,n/a (our own stock),66.42,,No,https://demo-oasis-six.vercel.app/assets/rugs/2936.webp
Rugs Network (own warehouse),RN-2938,Miami_2 Light_Beige,Rugs,Machine Made,n/a (our own stock),66.42,,No,https://demo-oasis-six.vercel.app/assets/rugs/2938.webp
Rugs Network (own warehouse),RN-2939,Miami_2 Tile,Rugs,Machine Made,n/a (our own stock),66.42,,No,https://demo-oasis-six.vercel.app/assets/rugs/2939.webp
Rugs Network (own warehouse),RN-2940,Miami_2 Tile,Rugs,Machine Made,n/a (our own stock),203.69,,No,https://demo-oasis-six.vercel.app/assets/rugs/2940.webp
Rugs Network (own warehouse),RN-2644,Miami_2 White,Rugs,Machine Made,n/a (our own stock),66.42,,No,https://demo-oasis-six.vercel.app/assets/rugs/2644.webp
Rugs Network (own warehouse),RN-2942,Micro_Shaggy Beige,Rugs,Machine Made,n/a (our own stock),558.76,,No,https://demo-oasis-six.vercel.app/assets/rugs/2942.webp
Rugs Network (own warehouse),RN-2941,Micro_Shaggy Black,Rugs,Machine Made,n/a (our own stock),28.22,,No,https://demo-oasis-six.vercel.app/assets/rugs/2941.webp
Rugs Network (own warehouse),RN-2943,Micro_Shaggy Dark_Beige,Rugs,Machine Made,n/a (our own stock),28.22,,No,https://demo-oasis-six.vercel.app/assets/rugs/2943.webp
Rugs Network (own warehouse),RN-2758,Micro_Shaggy Dark_Grey,Rugs,Machine Made,n/a (our own stock),84.67,,No,https://demo-oasis-six.vercel.app/assets/rugs/2758.webp
Rugs Network (own warehouse),RN-3271,Micro_Shaggy Grey,Rugs,Machine Made,n/a (our own stock),259.63,,No,https://demo-oasis-six.vercel.app/assets/rugs/3271.webp
Rugs Network (own warehouse),RN-2757,Micro_Shaggy Light_Green,Rugs,Machine Made,n/a (our own stock),28.22,,No,https://demo-oasis-six.vercel.app/assets/rugs/2757.webp
Rugs Network (own warehouse),RN-2756,Micro_Shaggy Light_Grey,Rugs,Machine Made,n/a (our own stock),28.22,,No,https://demo-oasis-six.vercel.app/assets/rugs/2756.webp
Rugs Network (own warehouse),RN-2755,Micro_Shaggy Light_Pink,Rugs,Machine Made,n/a (our own stock),28.22,,No,https://demo-oasis-six.vercel.app/assets/rugs/2755.webp
Rugs Network (own warehouse),RN-2944,Micro_Shaggy White,Rugs,Machine Made,n/a (our own stock),28.22,,No,https://demo-oasis-six.vercel.app/assets/rugs/2944.webp
Rugs Network (own warehouse),RN-3270,Micro_Shaggy White,Rugs,Machine Made,n/a (our own stock),84.67,,No,https://demo-oasis-six.vercel.app/assets/rugs/3270.webp
Rugs Network (own warehouse),RN-972,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),393.30,,No,https://demo-oasis-six.vercel.app/assets/rugs/972.webp
Rugs Network (own warehouse),RN-575,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),517.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/575.webp
Rugs Network (own warehouse),RN-984,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),669.30,,No,https://demo-oasis-six.vercel.app/assets/rugs/984.webp
Rugs Network (own warehouse),RN-653,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),724.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/653.webp
Rugs Network (own warehouse),RN-652,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),745.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/652.webp
Rugs Network (own warehouse),RN-958,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),793.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/958.webp
Rugs Network (own warehouse),RN-983,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),821.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/983.webp
Rugs Network (own warehouse),RN-2218,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),821.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/2218.webp
Rugs Network (own warehouse),RN-722,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),914.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/722.webp
Rugs Network (own warehouse),RN-927,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),1035.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/927.webp
Rugs Network (own warehouse),RN-938,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),1055.70,,No,https://demo-oasis-six.vercel.app/assets/rugs/938.webp
Rugs Network (own warehouse),RN-932,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),1173.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/932.webp
Rugs Network (own warehouse),RN-321,Mir Sarough,Rugs,Hand Knotted,n/a (our own stock),1235.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/321.webp
Rugs Network (own warehouse),RN-548,Mirzapur,Rugs,Hand Knotted,n/a (our own stock),1263.85,,No,https://demo-oasis-six.vercel.app/assets/rugs/548.webp
Rugs Network (own warehouse),RN-479,Mirzapur,Rugs,Hand Knotted,n/a (our own stock),1345.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/479.webp
Rugs Network (own warehouse),RN-835,Mirzapur,Rugs,Hand Knotted,n/a (our own stock),2760.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/835.webp
Rugs Network (own warehouse),RN-378,Mirzapur,Rugs,Hand Knotted,n/a (our own stock),2857.75,,No,https://demo-oasis-six.vercel.app/assets/rugs/378.webp
Rugs Network (own warehouse),RN-2207,Mirzapur,Rugs,Hand Knotted,n/a (our own stock),3443.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/2207.webp
Rugs Network (own warehouse),RN-1001,Mirzapur,Rugs,Hand Knotted,n/a (our own stock),4864.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/1001.webp
Rugs Network (own warehouse),RN-236,Mishkin,Rugs,Hand Knotted,n/a (our own stock),299.70,,No,https://demo-oasis-six.vercel.app/assets/rugs/236.webp
Rugs Network (own warehouse),RN-3231,Montana Beige,Rugs,Machine Made,n/a (our own stock),20.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/3231.webp
Rugs Network (own warehouse),RN-3232,Montana Blue,Rugs,Machine Made,n/a (our own stock),20.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/3232.webp
Rugs Network (own warehouse),RN-3224,Montana Cream,Rugs,Machine Made,n/a (our own stock),20.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/3224.webp
Rugs Network (own warehouse),RN-3225,Montana Cream,Rugs,Machine Made,n/a (our own stock),20.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/3225.webp
Rugs Network (own warehouse),RN-3226,Montana Cream,Rugs,Machine Made,n/a (our own stock),20.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/3226.webp
Rugs Network (own warehouse),RN-3229,Montana Cream,Rugs,Machine Made,n/a (our own stock),20.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/3229.webp
Rugs Network (own warehouse),RN-3230,Montana Cream,Rugs,Machine Made,n/a (our own stock),20.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/3230.webp
Rugs Network (own warehouse),RN-3233,Montana Cream,Rugs,Machine Made,n/a (our own stock),20.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/3233.webp
Rugs Network (own warehouse),RN-3234,Montana Cream,Rugs,Machine Made,n/a (our own stock),20.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/3234.webp
Rugs Network (own warehouse),RN-3251,Montana Cream,Rugs,Machine Made,n/a (our own stock),20.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/3251.webp
Rugs Network (own warehouse),RN-3252,Montana Light_Grey,Rugs,Machine Made,n/a (our own stock),20.20,,No,https://demo-oasis-six.vercel.app/assets/rugs/3252.webp
Rugs Network (own warehouse),RN-555,Mouri,Rugs,Hand Knotted,n/a (our own stock),471.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/555.webp
Rugs Network (own warehouse),RN-543,Mousel,Rugs,Hand Knotted,n/a (our own stock),441.60,,No,https://demo-oasis-six.vercel.app/assets/rugs/543.webp
Rugs Network (own warehouse),RN-202,Nahavand,Rugs,Hand Knotted,n/a (our own stock),448.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/202.webp
Rugs Network (own warehouse),RN-451,Nahavand,Rugs,Hand Knotted,n/a (our own stock),517.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/451.webp
Rugs Network (own warehouse),RN-459,Nahavand,Rugs,Hand Knotted,n/a (our own stock),683.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/459.webp
Rugs Network (own warehouse),RN-240,Nahavand,Rugs,Hand Knotted,n/a (our own stock),759.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/240.webp
Rugs Network (own warehouse),RN-438,Nain Nla,Rugs,Hand Knotted,n/a (our own stock),3873.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/438.webp
Rugs Network (own warehouse),RN-2143,Nain Patina,Rugs,Hand Knotted,n/a (our own stock),2987.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/2143.webp
Rugs Network (own warehouse),RN-514,Nain Patina,Rugs,Hand Knotted,n/a (our own stock),2987.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/514.webp
Rugs Network (own warehouse),RN-2951,Napa Beige,Rugs,Machine Made,n/a (our own stock),24.95,,No,https://demo-oasis-six.vercel.app/assets/rugs/2951.webp
Rugs Network (own warehouse),RN-2953,Napa Cream_Cream,Rugs,Machine Made,n/a (our own stock),24.95,,No,https://demo-oasis-six.vercel.app/assets/rugs/2953.webp
Rugs Network (own warehouse),RN-2947,Napa Dark_Grey,Rugs,Machine Made,n/a (our own stock),24.95,,No,https://demo-oasis-six.vercel.app/assets/rugs/2947.webp
Rugs Network (own warehouse),RN-2949,Napa Light_Beige,Rugs,Machine Made,n/a (our own stock),24.95,,No,https://demo-oasis-six.vercel.app/assets/rugs/2949.webp
Rugs Network (own warehouse),RN-2948,Napa Light_Grey,Rugs,Machine Made,n/a (our own stock),74.84,,No,https://demo-oasis-six.vercel.app/assets/rugs/2948.webp
Rugs Network (own warehouse),RN-2952,Napa White,Rugs,Machine Made,n/a (our own stock),24.95,,No,https://demo-oasis-six.vercel.app/assets/rugs/2952.webp
Rugs Network (own warehouse),RN-2950,Napa White_White,Rugs,Machine Made,n/a (our own stock),74.84,,No,https://demo-oasis-six.vercel.app/assets/rugs/2950.webp
Rugs Network (own warehouse),RN-2126,Nepal,Rugs,Hand Knotted,n/a (our own stock),172.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/2126.webp
Rugs Network (own warehouse),RN-2128,Nepal,Rugs,Hand Knotted,n/a (our own stock),195.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/2128.webp
Rugs Network (own warehouse),RN-1018,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1018.webp
Rugs Network (own warehouse),RN-1056,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1056.webp
Rugs Network (own warehouse),RN-1057,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1057.webp
Rugs Network (own warehouse),RN-1058,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1058.webp
Rugs Network (own warehouse),RN-1059,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1059.webp
Rugs Network (own warehouse),RN-1060,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1060.webp
Rugs Network (own warehouse),RN-1061,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1061.webp
Rugs Network (own warehouse),RN-1063,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1063.webp
Rugs Network (own warehouse),RN-1064,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1064.webp
Rugs Network (own warehouse),RN-1065,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1065.webp
Rugs Network (own warehouse),RN-1066,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1066.webp
Rugs Network (own warehouse),RN-1068,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1068.webp
Rugs Network (own warehouse),RN-1069,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1069.webp
Rugs Network (own warehouse),RN-1070,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1070.webp
Rugs Network (own warehouse),RN-1071,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1071.webp
Rugs Network (own warehouse),RN-1072,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1072.webp
Rugs Network (own warehouse),RN-1073,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1073.webp
Rugs Network (own warehouse),RN-1074,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1074.webp
Rugs Network (own warehouse),RN-1076,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1076.webp
Rugs Network (own warehouse),RN-1077,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1077.webp
Rugs Network (own warehouse),RN-1078,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1078.webp
Rugs Network (own warehouse),RN-1039,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1039.webp
Rugs Network (own warehouse),RN-1040,Nepal,Rugs,Hand Knotted,n/a (our own stock),431.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/1040.webp
Rugs Network (own warehouse),RN-339,Nepal,Rugs,Hand Knotted,n/a (our own stock),546.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/339.webp
Rugs Network (own warehouse),RN-439,Nepal,Rugs,Hand Knotted,n/a (our own stock),569.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/439.webp
Rugs Network (own warehouse),RN-355,Nepal,Rugs,Hand Knotted,n/a (our own stock),1086.75,,No,https://demo-oasis-six.vercel.app/assets/rugs/355.webp
Rugs Network (own warehouse),RN-335,Nepal,Rugs,Hand Knotted,n/a (our own stock),1374.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/335.webp
Rugs Network (own warehouse),RN-1107,Nepal,Rugs,Hand Knotted,n/a (our own stock),2530.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/1107.webp
Rugs Network (own warehouse),RN-785,Nepal Aurora,Rugs,Hand Knotted,n/a (our own stock),780.85,,No,https://demo-oasis-six.vercel.app/assets/rugs/785.webp
Rugs Network (own warehouse),RN-672,Nepali,Rugs,Hand Knotted,n/a (our own stock),747.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/672.webp
Rugs Network (own warehouse),RN-666,Nepali Dorchi,Rugs,Hand Knotted,n/a (our own stock),799.25,,No,https://demo-oasis-six.vercel.app/assets/rugs/666.webp
Rugs Network (own warehouse),RN-671,Nepali Dorci,Rugs,Hand Knotted,n/a (our own stock),747.50,,No,https://demo-oasis-six.vercel.app/assets/rugs/671.webp
Rugs Network (own warehouse),RN-2958,Nevada Dark_Beige,Rugs,Machine Made,n/a (our own stock),46.96,,No,https://demo-oasis-six.vercel.app/assets/rugs/2958.webp
Rugs Network (own warehouse),RN-2956,Nevada Grey,Rugs,Machine Made,n/a (our own stock),104.36,,No,https://demo-oasis-six.vercel.app/assets/rugs/2956.webp
Rugs Network (own warehouse),RN-2961,Nevada Grey,Rugs,Machine Made,n/a (our own stock),320.04,,No,https://demo-oasis-six.vercel.app/assets/rugs/2961.webp
Rugs Network (own warehouse),RN-2957,Nevada Grey,Rugs,Machine Made,n/a (our own stock),320.04,,No,https://demo-oasis-six.vercel.app/assets/rugs/2957.webp
Rugs Network (own warehouse),RN-2982,Nevada Grey,Rugs,Machine Made,n/a (our own stock),320.04,,No,https://demo-oasis-six.vercel.app/assets/rugs/2982.webp
Rugs Network (own warehouse),RN-2954,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),46.96,,No,https://demo-oasis-six.vercel.app/assets/rugs/2954.webp
Rugs Network (own warehouse),RN-2960,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),46.96,,No,https://demo-oasis-six.vercel.app/assets/rugs/2960.webp
Rugs Network (own warehouse),RN-2980,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),46.96,,No,https://demo-oasis-six.vercel.app/assets/rugs/2980.webp
Rugs Network (own warehouse),RN-2955,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),104.36,,No,https://demo-oasis-six.vercel.app/assets/rugs/2955.webp
Rugs Network (own warehouse),RN-2962,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),104.36,,No,https://demo-oasis-six.vercel.app/assets/rugs/2962.webp
Rugs Network (own warehouse),RN-2968,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),104.36,,No,https://demo-oasis-six.vercel.app/assets/rugs/2968.webp
Rugs Network (own warehouse),RN-2975,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),104.36,,No,https://demo-oasis-six.vercel.app/assets/rugs/2975.webp
Rugs Network (own warehouse),RN-2978,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),104.36,,No,https://demo-oasis-six.vercel.app/assets/rugs/2978.webp
Rugs Network (own warehouse),RN-2979,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),104.36,,No,https://demo-oasis-six.vercel.app/assets/rugs/2979.webp
Rugs Network (own warehouse),RN-2973,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),177.41,,No,https://demo-oasis-six.vercel.app/assets/rugs/2973.webp
Rugs Network (own warehouse),RN-2969,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),320.04,,No,https://demo-oasis-six.vercel.app/assets/rugs/2969.webp
Rugs Network (own warehouse),RN-2977,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),320.04,,No,https://demo-oasis-six.vercel.app/assets/rugs/2977.webp
Rugs Network (own warehouse),RN-2983,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),320.04,,No,https://demo-oasis-six.vercel.app/assets/rugs/2983.webp
Rugs Network (own warehouse),RN-2972,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),504.40,,No,https://demo-oasis-six.vercel.app/assets/rugs/2972.webp
Rugs Network (own warehouse),RN-2959,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),504.40,,No,https://demo-oasis-six.vercel.app/assets/rugs/2959.webp
Rugs Network (own warehouse),RN-2967,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),504.40,,No,https://demo-oasis-six.vercel.app/assets/rugs/2967.webp
Rugs Network (own warehouse),RN-2964,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),504.40,,No,https://demo-oasis-six.vercel.app/assets/rugs/2964.webp
Rugs Network (own warehouse),RN-2965,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),504.40,,No,https://demo-oasis-six.vercel.app/assets/rugs/2965.webp
Rugs Network (own warehouse),RN-2971,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),688.77,,No,https://demo-oasis-six.vercel.app/assets/rugs/2971.webp
Rugs Network (own warehouse),RN-2974,Nevada Light_Beige,Rugs,Machine Made,n/a (our own stock),688.77,,No,https://demo-oasis-six.vercel.app/assets/rugs/2974.webp
Rugs Network (own warehouse),RN-2966,Nevada Light_Grey,Rugs,Machine Made,n/a (our own stock),177.41,,No,https://demo-oasis-six.vercel.app/assets/rugs/2966.webp
Rugs Network (own warehouse),RN-298,Pako Tabriz,Rugs,Hand Knotted,n/a (our own stock),897.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/298.webp
Rugs Network (own warehouse),RN-571,Pako Tabriz,Rugs,Hand Knotted,n/a (our own stock),1193.70,,No,https://demo-oasis-six.vercel.app/assets/rugs/571.webp
Rugs Network (own warehouse),RN-573,Pako Tabriz,Rugs,Hand Knotted,n/a (our own stock),1359.30,,No,https://demo-oasis-six.vercel.app/assets/rugs/573.webp
Rugs Network (own warehouse),RN-302,Pako Tabriz,Rugs,Hand Knotted,n/a (our own stock),1378.62,,No,https://demo-oasis-six.vercel.app/assets/rugs/302.webp
Rugs Network (own warehouse),RN-1092,Pako Tabriz,Rugs,Hand Knotted,n/a (our own stock),5513.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/1092.webp
Rugs Network (own warehouse),RN-188,Pako Tabriz Patina,Rugs,Hand Knotted,n/a (our own stock),4485.00,,No,https://demo-oasis-six.vercel.app/assets/rugs/188.webp
Rugs Network (own warehouse),RN-997,Persian  Najaf Abad,Rugs,Hand Knotted,n/a (our own stock),3857.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/997.webp
Rugs Network (own warehouse),RN-773,Persian Abadeh,Rugs,Hand Knotted,n/a (our own stock),476.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/773.webp
Rugs Network (own warehouse),RN-140,Persian Afshar,Rugs,Hand Knotted,n/a (our own stock),274.62,,No,https://demo-oasis-six.vercel.app/assets/rugs/140.webp
Rugs Network (own warehouse),RN-2195,Persian Afshar,Rugs,Hand Knotted,n/a (our own stock),407.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/2195.webp
Rugs Network (own warehouse),RN-636,Persian Afshar,Rugs,Hand Knotted,n/a (our own stock),545.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/636.webp
Rugs Network (own warehouse),RN-937,Persian Arak,Rugs,Hand Knotted,n/a (our own stock),338.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/937.webp
Rugs Network (own warehouse),RN-780,Persian Arak,Rugs,Hand Knotted,n/a (our own stock),531.30,,No,https://demo-oasis-six.vercel.app/assets/rugs/780.webp
Rugs Network (own warehouse),RN-849,Persian Ardebil,Rugs,Hand Knotted,n/a (our own stock),683.10,,No,https://demo-oasis-six.vercel.app/assets/rugs/849.webp
