product,sku,supplier,department,type,displayed_price,expected_price,pricelist_line,status,issue,correction
Indo Kashmir,RN-449,Rugs Network,Rugs,hand-knotted,$862,,,PASS,,
Indo Kashmir,RN-395,Rugs Network,Rugs,hand-knotted,"$1,438",,,PASS,,
Indo Kashmir,RN-836,Rugs Network,Rugs,hand-knotted,"$2,472",,,PASS,,
Iris Blue,RN-2878,Rugs Network,Rugs,machine-made,$315,,,PASS,,
Iris Orange,RN-2879,Rugs Network,Rugs,machine-made,$430,,,PASS,,
Iris White,RN-2876,Rugs Network,Rugs,machine-made,$430,,,PASS,,
Iris Yellow,RN-2877,Rugs Network,Rugs,machine-made,$65,,,PASS,,
Isfahan,RN-507,Rugs Network,Rugs,hand-knotted,"$3,162",,,PASS,,
Isfahan,RN-421,Rugs Network,Rugs,hand-knotted,"$3,243",,,PASS,,
Isfahan,RN-515,Rugs Network,Rugs,hand-knotted,"$3,312",,,PASS,,
Isfahan,RN-392,Rugs Network,Rugs,hand-knotted,"$5,008",,,PASS,,
Isfahan  Patina,RN-2188,Rugs Network,Rugs,hand-knotted,"$3,444",,,PASS,,
Isfahan Patina,RN-845,Rugs Network,Rugs,hand-knotted,$673,,,PASS,,
Isfahan Patina,RN-768,Rugs Network,Rugs,hand-knotted,$684,,,PASS,,
Isfahan Patina,RN-828,Rugs Network,Rugs,hand-knotted,$827,,,PASS,,
Isfahan Patina,RN-871,Rugs Network,Rugs,hand-knotted,"$2,869",,,PASS,,
Isfahan Patina,RN-2189,Rugs Network,Rugs,hand-knotted,"$3,162",,,PASS,,
Isfahan Patina,RN-976,Rugs Network,Rugs,hand-knotted,"$3,197",,,PASS,,
Isfahan Patina,RN-413,Rugs Network,Rugs,hand-knotted,"$3,433",,,PASS,,
Isfahan Patina,RN-754,Rugs Network,Rugs,hand-knotted,"$3,857",,,PASS,,
Isfahan Patina,RN-975,Rugs Network,Rugs,hand-knotted,"$4,014",,,PASS,,
Isfahan Patina,RN-411,Rugs Network,Rugs,hand-knotted,"$4,542",,,PASS,,
Jaipur,RN-1105,Rugs Network,Rugs,hand-knotted,$310,,,PASS,,
Jaipur,RN-1102,Rugs Network,Rugs,hand-knotted,$331,,,PASS,,
Jaipur,RN-1103,Rugs Network,Rugs,hand-knotted,$331,,,PASS,,
Jaipur,RN-1104,Rugs Network,Rugs,hand-knotted,$331,,,PASS,,
Jaipur,RN-882,Rugs Network,Rugs,hand-knotted,$407,,,PASS,,
Jaipur,RN-1035,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1036,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1037,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1042,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1043,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1044,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1045,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1046,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1047,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1048,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1049,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1050,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1052,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1054,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1055,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1086,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1009,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1010,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1011,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1012,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1014,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1015,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1016,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1017,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1079,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-1019,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Jaipur,RN-564,Rugs Network,Rugs,hand-knotted,$759,,,PASS,,
Jaipur,RN-537,Rugs Network,Rugs,hand-knotted,$959,,,PASS,,
Jaipur,RN-405,Rugs Network,Rugs,hand-knotted,"$1,863",,,PASS,,
Jaipur,RN-840,Rugs Network,Rugs,hand-knotted,"$2,277",,,PASS,,
Jaldar Bokhara,RN-699,Rugs Network,Rugs,hand-knotted,$448,,,PASS,,
Jaldar Bokhara,RN-500,Rugs Network,Rugs,hand-knotted,$468,,,PASS,,
Jaldar Boukhara,RN-791,Rugs Network,Rugs,hand-knotted,$228,,,PASS,,
Jaldar Boukhara,RN-802,Rugs Network,Rugs,hand-knotted,$228,,,PASS,,
Jaldar Boukhara,RN-804,Rugs Network,Rugs,hand-knotted,$255,,,PASS,,
Jaldar Boukhara,RN-805,Rugs Network,Rugs,hand-knotted,$255,,,PASS,,
Jaldar Boukhara,RN-806,Rugs Network,Rugs,hand-knotted,$269,,,PASS,,
Jaldar Boukhara,RN-807,Rugs Network,Rugs,hand-knotted,$269,,,PASS,,
Jamshidpur,RN-771,Rugs Network,Rugs,hand-knotted,$656,,,PASS,,
Jamshidpur,RN-551,Rugs Network,Rugs,hand-knotted,$821,,,PASS,,
Jamshidpur,RN-716,Rugs Network,Rugs,hand-knotted,$959,,,PASS,,
Jamshidpur,RN-549,Rugs Network,Rugs,hand-knotted,$998,,,PASS,,
Jamshidpur,RN-522,Rugs Network,Rugs,hand-knotted,$998,,,PASS,,
Jamshidpur,RN-550,Rugs Network,Rugs,hand-knotted,$999,,,PASS,,
Jamshidpur,RN-407,Rugs Network,Rugs,hand-knotted,"$2,277",,,PASS,,
Jamshidpur,RN-990,Rugs Network,Rugs,hand-knotted,"$3,208",,,PASS,,
Jamshidpur,RN-865,Rugs Network,Rugs,hand-knotted,"$3,208",,,PASS,,
Jamshidpur,RN-352,Rugs Network,Rugs,hand-knotted,"$3,243",,,PASS,,
Jamshidpur,RN-2216,Rugs Network,Rugs,hand-knotted,"$3,243",,,PASS,,
Jamshidpur,RN-374,Rugs Network,Rugs,hand-knotted,"$3,291",,,PASS,,
Jamshidpur,RN-2209,Rugs Network,Rugs,hand-knotted,"$3,305",,,PASS,,
Jamshidpur,RN-2122,Rugs Network,Rugs,hand-knotted,"$3,305",,,PASS,,
Jamshidpur,RN-189,Rugs Network,Rugs,hand-knotted,"$3,381",,,PASS,,
Jamshidpur,RN-1108,Rugs Network,Rugs,hand-knotted,"$3,519",,,PASS,,
Jamshidpur,RN-960,Rugs Network,Rugs,hand-knotted,"$3,719",,,PASS,,
Jamshidpur,RN-222,Rugs Network,Rugs,hand-knotted,"$4,347",,,PASS,,
Joshegan,RN-954,Rugs Network,Rugs,hand-knotted,"$1,690",,,PASS,,
Kabutarang,RN-270,Rugs Network,Rugs,hand-knotted,$896,,,PASS,,
Kabutarang,RN-2168,Rugs Network,Rugs,hand-knotted,"$2,001",,,PASS,,
Kashan,RN-427,Rugs Network,Rugs,hand-knotted,"$1,649",,,PASS,,
Kashan,RN-504,Rugs Network,Rugs,hand-knotted,"$1,725",,,PASS,,
Kashan,RN-271,Rugs Network,Rugs,hand-knotted,"$1,779",,,PASS,,
Kashan,RN-305,Rugs Network,Rugs,hand-knotted,"$1,863",,,PASS,,
Kashan,RN-509,Rugs Network,Rugs,hand-knotted,"$2,201",,,PASS,,
Kashan,RN-365,Rugs Network,Rugs,hand-knotted,"$2,581",,,PASS,,
Kashan,RN-213,Rugs Network,Rugs,hand-knotted,"$2,739",,,PASS,,
Kashan,RN-259,Rugs Network,Rugs,hand-knotted,"$2,739",,,PASS,,
Kashan,RN-172,Rugs Network,Rugs,hand-knotted,"$3,105",,,PASS,,
Kashan,RN-303,Rugs Network,Rugs,hand-knotted,"$3,519",,,PASS,,
Kashan,RN-226,Rugs Network,Rugs,hand-knotted,"$3,519",,,PASS,,
Kashan,RN-291,Rugs Network,Rugs,hand-knotted,"$4,409",,,PASS,,
Kashan,RN-310,Rugs Network,Rugs,hand-knotted,"$4,622",,,PASS,,
Kashan,RN-282,Rugs Network,Rugs,hand-knotted,"$5,513",,,PASS,,
Kashan Isfahania,RN-2161,Rugs Network,Rugs,hand-knotted,"$3,588",,,PASS,,
Kashan Yazd,RN-1091,Rugs Network,Rugs,hand-knotted,"$3,474",,,PASS,,
Kashan/Isfahania,RN-249,Rugs Network,Rugs,hand-knotted,"$3,795",,,PASS,,
Kashan/Isfahania,RN-301,Rugs Network,Rugs,hand-knotted,"$3,795",,,PASS,,
Kashkuli,RN-563,Rugs Network,Rugs,hand-knotted,$622,,,PASS,,
Kashmar/Mashad,RN-214,Rugs Network,Rugs,hand-knotted,"$2,691",,,PASS,,
Kathmandu,RN-867,Rugs Network,Rugs,hand-knotted,"$1,668",,,PASS,,
Kazak,RN-789,Rugs Network,Rugs,hand-knotted,$262,,,PASS,,
Kazak,RN-163,Rugs Network,Rugs,hand-knotted,$345,,,PASS,,
Kazak,RN-173,Rugs Network,Rugs,hand-knotted,$386,,,PASS,,
Kazak,RN-453,Rugs Network,Rugs,hand-knotted,$483,,,PASS,,
Kazak,RN-296,Rugs Network,Rugs,hand-knotted,$511,,,PASS,,
Kazak,RN-547,Rugs Network,Rugs,hand-knotted,$531,,,PASS,,
Kazak,RN-709,Rugs Network,Rugs,hand-knotted,$669,,,PASS,,
Kazak,RN-778,Rugs Network,Rugs,hand-knotted,$683,,,PASS,,
Kazak,RN-536,Rugs Network,Rugs,hand-knotted,$704,,,PASS,,
Kazak,RN-446,Rugs Network,Rugs,hand-knotted,$745,,,PASS,,
Kazak,RN-447,Rugs Network,Rugs,hand-knotted,$787,,,PASS,,
Kazak,RN-591,Rugs Network,Rugs,hand-knotted,$959,,,PASS,,
Kazak,RN-460,Rugs Network,Rugs,hand-knotted,$959,,,PASS,,
Kazak,RN-343,Rugs Network,Rugs,hand-knotted,$959,,,PASS,,
Kazak,RN-2311,Rugs Network,Rugs,hand-knotted,"$1,221",,,PASS,,
Kazak,RN-1028,Rugs Network,Rugs,hand-knotted,"$1,332",,,PASS,,
Kazak,RN-503,Rugs Network,Rugs,hand-knotted,"$1,373",,,PASS,,
Kazak,RN-2170,Rugs Network,Rugs,hand-knotted,"$1,517",,,PASS,,
Kazak,RN-511,Rugs Network,Rugs,hand-knotted,"$1,518",,,PASS,,
Kazak,RN-513,Rugs Network,Rugs,hand-knotted,"$1,587",,,PASS,,
Kazak,RN-1023,Rugs Network,Rugs,hand-knotted,"$1,622",,,PASS,,
Kazak,RN-512,Rugs Network,Rugs,hand-knotted,"$1,635",,,PASS,,
Kazak,RN-2157,Rugs Network,Rugs,hand-knotted,"$1,649",,,PASS,,
Kazak,RN-1024,Rugs Network,Rugs,hand-knotted,"$1,773",,,PASS,,
Kazak Patina,RN-166,Rugs Network,Rugs,hand-knotted,$338,,,PASS,,
Kazak Patina,RN-667,Rugs Network,Rugs,hand-knotted,$897,,,PASS,,
Kazak Patina,RN-394,Rugs Network,Rugs,hand-knotted,$996,,,PASS,,
Kazak Patina,RN-544,Rugs Network,Rugs,hand-knotted,$996,,,PASS,,
Kerman,RN-429,Rugs Network,Rugs,hand-knotted,"$3,305",,,PASS,,
Kerman Patina,RN-404,Rugs Network,Rugs,hand-knotted,$978,,,PASS,,
Kerman Patina,RN-967,Rugs Network,Rugs,hand-knotted,"$2,818",,,PASS,,
Khal Mohammadi,RN-829,Rugs Network,Rugs,hand-knotted,$531,,,PASS,,
Khal Mohammadi,RN-531,Rugs Network,Rugs,hand-knotted,$759,,,PASS,,
Khal Mohammadi,RN-552,Rugs Network,Rugs,hand-knotted,$759,,,PASS,,
Khal Mohammadi,RN-201,Rugs Network,Rugs,hand-knotted,$759,,,PASS,,
Khal Mohammadi,RN-539,Rugs Network,Rugs,hand-knotted,$780,,,PASS,,
Khal Mohammadi,RN-443,Rugs Network,Rugs,hand-knotted,"$1,097",,,PASS,,
Khorusan,RN-286,Rugs Network,Rugs,hand-knotted,"$1,925",,,PASS,,
King_Shaggy Light_Beige,RN-2880,Rugs Network,Rugs,machine-made,$72,,,PASS,,
King_Silk Beige,RN-2883,Rugs Network,Rugs,machine-made,$373,,,PASS,,
King_Silk Dark_Grey,RN-2882,Rugs Network,Rugs,machine-made,$373,,,PASS,,
King_Silk Dark_Grey,RN-2884,Rugs Network,Rugs,machine-made,$510,,,PASS,,
King_Silk White,RN-2881,Rugs Network,Rugs,machine-made,$510,,,PASS,,
Kolyae,RN-501,Rugs Network,Rugs,hand-knotted,"$1,373",,,PASS,,
Kolyae,RN-2154,Rugs Network,Rugs,hand-knotted,"$2,063",,,PASS,,
Kolyaye,RN-254,Rugs Network,Rugs,hand-knotted,$724,,,PASS,,
Kolyaye,RN-248,Rugs Network,Rugs,hand-knotted,$932,,,PASS,,
Lilihan,RN-562,Rugs Network,Rugs,hand-knotted,$483,,,PASS,,
Lori,RN-176,Rugs Network,Rugs,hand-knotted,$448,,,PASS,,
Lori,RN-232,Rugs Network,Rugs,hand-knotted,$586,,,PASS,,
Lubricraft Gabeh,RN-787,Rugs Network,Rugs,hand-knotted,$724,,,PASS,,
Mahal,RN-483,Rugs Network,Rugs,hand-knotted,$714,,,PASS,,
Mahal,RN-465,Rugs Network,Rugs,hand-knotted,$780,,,PASS,,
Mahal,RN-287,Rugs Network,Rugs,hand-knotted,"$1,863",,,PASS,,
Mahal,RN-247,Rugs Network,Rugs,hand-knotted,"$1,863",,,PASS,,
Mahal,RN-463,Rugs Network,Rugs,hand-knotted,"$2,088",,,PASS,,
Mahal,RN-284,Rugs Network,Rugs,hand-knotted,"$2,450",,,PASS,,
Mahal,RN-299,Rugs Network,Rugs,hand-knotted,"$2,553",,,PASS,,
Mahal,RN-2160,Rugs Network,Rugs,hand-knotted,"$3,243",,,PASS,,
Malayer,RN-557,Rugs Network,Rugs,hand-knotted,"$1,235",,,PASS,,
Malayer,RN-480,Rugs Network,Rugs,hand-knotted,"$1,649",,,PASS,,
Malibu Anthracite,RN-2887,Rugs Network,Rugs,machine-made,$676,,,PASS,,
Malibu Green,RN-2891,Rugs Network,Rugs,machine-made,$495,,,PASS,,
Malibu Light_Blue,RN-2888,Rugs Network,Rugs,machine-made,$676,,,PASS,,
Malibu Light_Grey,RN-2893,Rugs Network,Rugs,machine-made,$314,,,PASS,,
Malibu Light_Grey,RN-2894,Rugs Network,Rugs,machine-made,$314,,,PASS,,
Malibu Light_Grey,RN-2897,Rugs Network,Rugs,machine-made,$314,,,PASS,,
Malibu Light_Grey,RN-2899,Rugs Network,Rugs,machine-made,$314,,,PASS,,
Malibu Light_Grey,RN-2900,Rugs Network,Rugs,machine-made,$314,,,PASS,,
Malibu Orange,RN-2889,Rugs Network,Rugs,machine-made,$314,,,PASS,,
Malibu Orange,RN-2896,Rugs Network,Rugs,machine-made,$314,,,PASS,,
Malibu Orange,RN-2898,Rugs Network,Rugs,machine-made,$314,,,PASS,,
Malibu Pink,RN-2901,Rugs Network,Rugs,machine-made,$314,,,PASS,,
Malibu White,RN-2892,Rugs Network,Rugs,machine-made,$314,,,PASS,,
Malibu Yellow,RN-2890,Rugs Network,Rugs,machine-made,$314,,,PASS,,
Malta Beige_Blue,RN-3217,Rugs Network,Rugs,machine-made,$531,,,PASS,,
Malta Cream_Beige,RN-3220,Rugs Network,Rugs,machine-made,$337,,,PASS,,
Malta Cream_White,RN-2903,Rugs Network,Rugs,machine-made,$110,,,PASS,,
Malta Cream_White,RN-2905,Rugs Network,Rugs,machine-made,$110,,,PASS,,
Malta Cream_White,RN-3221,Rugs Network,Rugs,machine-made,$337,,,PASS,,
Malta Grey_Cream,RN-3218,Rugs Network,Rugs,machine-made,$337,,,PASS,,
Malta Light_Grey_Beige,RN-3216,Rugs Network,Rugs,machine-made,$110,,,PASS,,
Malta Light_Grey_Beige,RN-3219,Rugs Network,Rugs,machine-made,$337,,,PASS,,
Malta White,RN-2902,Rugs Network,Rugs,machine-made,$110,,,PASS,,
Malta White,RN-2906,Rugs Network,Rugs,machine-made,$110,,,PASS,,
Mansouri Collection,RN-986,Rugs Network,Rugs,hand-knotted,"$1,489",,,PASS,,
Mashad,RN-307,Rugs Network,Rugs,hand-knotted,"$1,932",,,PASS,,
Mashad,RN-309,Rugs Network,Rugs,hand-knotted,"$2,201",,,PASS,,
Mashad,RN-253,Rugs Network,Rugs,hand-knotted,"$2,339",,,PASS,,
Mashad,RN-251,Rugs Network,Rugs,hand-knotted,"$2,491",,,PASS,,
Mashad,RN-280,Rugs Network,Rugs,hand-knotted,"$2,615",,,PASS,,
Mashad,RN-245,Rugs Network,Rugs,hand-knotted,"$2,615",,,PASS,,
Mashad,RN-273,Rugs Network,Rugs,hand-knotted,"$2,691",,,PASS,,
Mashad,RN-229,Rugs Network,Rugs,hand-knotted,"$3,443",,,PASS,,
Mashad,RN-241,Rugs Network,Rugs,hand-knotted,"$3,443",,,PASS,,
Mashad,RN-293,Rugs Network,Rugs,hand-knotted,"$4,002",,,PASS,,
Mashad,RN-1093,Rugs Network,Rugs,hand-knotted,"$4,547",,,PASS,,
Mashad Kashmar,RN-261,Rugs Network,Rugs,hand-knotted,"$2,615",,,PASS,,
Maui 060_White_Beige,RN-3243,Rugs Network,Rugs,machine-made,$30,,,PASS,,
Maui 060_White_Beige,RN-3244,Rugs Network,Rugs,machine-made,$30,,,PASS,,
Maui 060_White_Blue,RN-3245,Rugs Network,Rugs,machine-made,$30,,,PASS,,
Maui 063_Beige_Blue,RN-3246,Rugs Network,Rugs,machine-made,$30,,,PASS,,
Maui 090_White_Grey,RN-3248,Rugs Network,Rugs,machine-made,$30,,,PASS,,
Maui 093_Beige_Gold,RN-3247,Rugs Network,Rugs,machine-made,$30,,,PASS,,
Maui 094_Multicolor,RN-3249,Rugs Network,Rugs,machine-made,$30,,,PASS,,
Maui 095_Grey_White,RN-3250,Rugs Network,Rugs,machine-made,$30,,,PASS,,
Medusa Beige,RN-2909,Rugs Network,Rugs,machine-made,$54,,,PASS,,
Medusa Beige,RN-2911,Rugs Network,Rugs,machine-made,$54,,,PASS,,
Medusa Beige,RN-2917,Rugs Network,Rugs,machine-made,$54,,,PASS,,
Medusa Beige,RN-2918,Rugs Network,Rugs,machine-made,$54,,,PASS,,
Medusa Black,RN-2907,Rugs Network,Rugs,machine-made,$54,,,PASS,,
Medusa Black,RN-2908,Rugs Network,Rugs,machine-made,$166,,,PASS,,
Medusa Burgundy,RN-2912,Rugs Network,Rugs,machine-made,$166,,,PASS,,
Medusa Cream,RN-2910,Rugs Network,Rugs,machine-made,$54,,,PASS,,
Medusa Cream,RN-2914,Rugs Network,Rugs,machine-made,$54,,,PASS,,
Medusa Dark_Beige,RN-2913,Rugs Network,Rugs,machine-made,$261,,,PASS,,
Medusa Light_Beige,RN-2920,Rugs Network,Rugs,machine-made,$54,,,PASS,,
Medusa Light_Beige,RN-2919,Rugs Network,Rugs,machine-made,$166,,,PASS,,
Medusa White,RN-2916,Rugs Network,Rugs,machine-made,$54,,,PASS,,
Medusa White,RN-2915,Rugs Network,Rugs,machine-made,$166,,,PASS,,
Melis,RN-746,Rugs Network,Rugs,hand-knotted,"$1,144",,,PASS,,
Melis,RN-762,Rugs Network,Rugs,hand-knotted,"$1,144",,,PASS,,
Mesa Dark_Blue,RN-2930,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Dark_Blue_Orange,RN-2935,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Dark_Blue_Red,RN-2932,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Grey,RN-2926,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Grey,RN-2929,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Grey_Cream,RN-2924,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Ivory,RN-2925,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Ivory,RN-2927,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Ivory,RN-2931,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Ivory,RN-2921,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Ivory_Red,RN-2933,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Ivory_Red,RN-2934,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Red,RN-2928,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Red_Ivory,RN-2923,Rugs Network,Rugs,machine-made,$95,,,PASS,,
Mesa Red_Ivory,RN-2922,Rugs Network,Rugs,machine-made,$290,,,PASS,,
Meshkin,RN-266,Rugs Network,Rugs,hand-knotted,$545,,,PASS,,
Miami_2 Ice,RN-2937,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Miami_2 Light_Beige,RN-2936,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Miami_2 Light_Beige,RN-2938,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Miami_2 Tile,RN-2939,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Miami_2 Tile,RN-2940,Rugs Network,Rugs,machine-made,$204,,,PASS,,
Miami_2 White,RN-2644,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Micro_Shaggy Beige,RN-2942,Rugs Network,Rugs,machine-made,$559,,,PASS,,
Micro_Shaggy Black,RN-2941,Rugs Network,Rugs,machine-made,$28,,,PASS,,
Micro_Shaggy Dark_Beige,RN-2943,Rugs Network,Rugs,machine-made,$28,,,PASS,,
Micro_Shaggy Dark_Grey,RN-2758,Rugs Network,Rugs,machine-made,$85,,,PASS,,
Micro_Shaggy Grey,RN-3271,Rugs Network,Rugs,machine-made,$260,,,PASS,,
Micro_Shaggy Light_Green,RN-2757,Rugs Network,Rugs,machine-made,$28,,,PASS,,
Micro_Shaggy Light_Grey,RN-2756,Rugs Network,Rugs,machine-made,$28,,,PASS,,
Micro_Shaggy Light_Pink,RN-2755,Rugs Network,Rugs,machine-made,$28,,,PASS,,
Micro_Shaggy White,RN-2944,Rugs Network,Rugs,machine-made,$28,,,PASS,,
Micro_Shaggy White,RN-3270,Rugs Network,Rugs,machine-made,$85,,,PASS,,
Mir Sarough,RN-972,Rugs Network,Rugs,hand-knotted,$393,,,PASS,,
Mir Sarough,RN-575,Rugs Network,Rugs,hand-knotted,$518,,,PASS,,
Mir Sarough,RN-984,Rugs Network,Rugs,hand-knotted,$669,,,PASS,,
Mir Sarough,RN-653,Rugs Network,Rugs,hand-knotted,$724,,,PASS,,
Mir Sarough,RN-652,Rugs Network,Rugs,hand-knotted,$745,,,PASS,,
Mir Sarough,RN-958,Rugs Network,Rugs,hand-knotted,$794,,,PASS,,
Mir Sarough,RN-983,Rugs Network,Rugs,hand-knotted,$821,,,PASS,,
Mir Sarough,RN-2218,Rugs Network,Rugs,hand-knotted,$821,,,PASS,,
Mir Sarough,RN-722,Rugs Network,Rugs,hand-knotted,$914,,,PASS,,
Mir Sarough,RN-927,Rugs Network,Rugs,hand-knotted,"$1,035",,,PASS,,
Mir Sarough,RN-938,Rugs Network,Rugs,hand-knotted,"$1,056",,,PASS,,
Mir Sarough,RN-932,Rugs Network,Rugs,hand-knotted,"$1,173",,,PASS,,
Mir Sarough,RN-321,Rugs Network,Rugs,hand-knotted,"$1,235",,,PASS,,
Mirzapur,RN-548,Rugs Network,Rugs,hand-knotted,"$1,264",,,PASS,,
Mirzapur,RN-479,Rugs Network,Rugs,hand-knotted,"$1,346",,,PASS,,
Mirzapur,RN-835,Rugs Network,Rugs,hand-knotted,"$2,760",,,PASS,,
Mirzapur,RN-378,Rugs Network,Rugs,hand-knotted,"$2,858",,,PASS,,
Mirzapur,RN-2207,Rugs Network,Rugs,hand-knotted,"$3,443",,,PASS,,
Mirzapur,RN-1001,Rugs Network,Rugs,hand-knotted,"$4,864",,,PASS,,
Mishkin,RN-236,Rugs Network,Rugs,hand-knotted,$300,,,PASS,,
Montana Beige,RN-3231,Rugs Network,Rugs,machine-made,$20,,,PASS,,
Montana Blue,RN-3232,Rugs Network,Rugs,machine-made,$20,,,PASS,,
Montana Cream,RN-3224,Rugs Network,Rugs,machine-made,$20,,,PASS,,
Montana Cream,RN-3225,Rugs Network,Rugs,machine-made,$20,,,PASS,,
Montana Cream,RN-3226,Rugs Network,Rugs,machine-made,$20,,,PASS,,
Montana Cream,RN-3229,Rugs Network,Rugs,machine-made,$20,,,PASS,,
Montana Cream,RN-3230,Rugs Network,Rugs,machine-made,$20,,,PASS,,
Montana Cream,RN-3233,Rugs Network,Rugs,machine-made,$20,,,PASS,,
Montana Cream,RN-3234,Rugs Network,Rugs,machine-made,$20,,,PASS,,
Montana Cream,RN-3251,Rugs Network,Rugs,machine-made,$20,,,PASS,,
Montana Light_Grey,RN-3252,Rugs Network,Rugs,machine-made,$20,,,PASS,,
Mouri,RN-555,Rugs Network,Rugs,hand-knotted,$472,,,PASS,,
Mousel,RN-543,Rugs Network,Rugs,hand-knotted,$442,,,PASS,,
Nahavand,RN-202,Rugs Network,Rugs,hand-knotted,$448,,,PASS,,
Nahavand,RN-451,Rugs Network,Rugs,hand-knotted,$518,,,PASS,,
Nahavand,RN-459,Rugs Network,Rugs,hand-knotted,$683,,,PASS,,
Nahavand,RN-240,Rugs Network,Rugs,hand-knotted,$759,,,PASS,,
Nain Nla,RN-438,Rugs Network,Rugs,hand-knotted,"$3,873",,,PASS,,
Nain Patina,RN-2143,Rugs Network,Rugs,hand-knotted,"$2,987",,,PASS,,
Nain Patina,RN-514,Rugs Network,Rugs,hand-knotted,"$2,987",,,PASS,,
Napa Beige,RN-2951,Rugs Network,Rugs,machine-made,$25,,,PASS,,
Napa Cream_Cream,RN-2953,Rugs Network,Rugs,machine-made,$25,,,PASS,,
Napa Dark_Grey,RN-2947,Rugs Network,Rugs,machine-made,$25,,,PASS,,
Napa Light_Beige,RN-2949,Rugs Network,Rugs,machine-made,$25,,,PASS,,
Napa Light_Grey,RN-2948,Rugs Network,Rugs,machine-made,$75,,,PASS,,
Napa White,RN-2952,Rugs Network,Rugs,machine-made,$25,,,PASS,,
Napa White_White,RN-2950,Rugs Network,Rugs,machine-made,$75,,,PASS,,
Nepal,RN-2126,Rugs Network,Rugs,hand-knotted,$172,,,PASS,,
Nepal,RN-2128,Rugs Network,Rugs,hand-knotted,$196,,,PASS,,
Nepal,RN-1018,Rugs Network,Rugs,hand-knotted,$431,,,PASS,,
Nepal,RN-1056,Rugs Network,Rugs,hand-knotted,$431,,,PASS,,
Nepal,RN-1057,Rugs Network,Rugs,hand-knotted,$431,,,PASS,,
Nepal,RN-1058,Rugs Network,Rugs,hand-knotted,$431,,,PASS,,
Nepal,RN-1059,Rugs Network,Rugs,hand-knotted,$431,,,PASS,,
Nepal,RN-1060,Rugs Network,Rugs,hand-knotted,$431,,,PASS,,
Nepal,RN-1061,Rugs Network,Rugs,hand-knotted,$431,,,PASS,,
Nepal,RN-1063,Rugs Network,Rugs,hand-knotted,$431,,,PASS,,
Nepal,RN-1064,Rugs Network,Rugs,hand-knotted,$431,,,PASS,,
Nepal,RN-1065,Rugs Network,Rugs,hand-knotted,$431,,,PASS,,
